year,lat,long,count
2006,-3.35613,29.35878,1
2006,-3.34202,29.48431,1
2006,-3.06844,29.46146,1
2006,-2.52878,140.71346,1
2006,-1.49,120.63333,1
2006,-1.39315,120.75475,2
2006,-1.28518,36.82111,1
2006,-1.18557,29.44695,2
2006,-0.89858,119.8506,1
2006,-0.42498,29.19178,1
2006,0.3792,41.13419,1
2006,1.11423,44.02871,1
2006,1.12931,-76.99062,1
2006,1.62111,-77.57472,1
2006,2.03955,-77.21702,1
2006,2.05982,45.32612,2
2006,2.3324,37.98238,1
2006,2.75674,-76.62993,1
2006,2.77772,-75.25743,1
2006,2.93835,-73.20833,1
2006,3.11564,43.64658,4
2006,3.42934,-76.51604,4
2006,3.5299,-76.29801,1
2006,3.86859,30.22242,1
2006,3.88182,-77.07042,2
2006,4.15127,-73.63872,1
2006,4.26889,-75.9361,1
2006,4.315,6.24167,1
2006,4.33512,5.98544,1
2006,4.33523,5.98551,1
2006,4.49639,-73.64111,1
2006,4.64988,7.9331,1
2006,4.66713,-74.10606,4
2006,4.67167,18.58214,1
2006,4.67451,-75.78425,1
2006,4.77528,7.00417,1
2006,4.78482,7.00545,2
2006,4.81555,7.04984,10
2006,4.85535,31.56778,2
2006,4.85808,6.92091,1
2006,4.86778,5.89871,3
2006,4.92116,6.27477,1
2006,5.01268,6.29736,1
2006,5.09639,8.11917,1
2006,5.25111,6.61278,1
2006,5.2528,-76.82596,1
2006,5.35194,-3.94167,1
2006,5.38056,95.95472,2
2006,5.44437,73.36571,1
2006,5.52867,5.75601,1
2006,5.53702,46.38905,1
2006,5.79036,-75.42833,1
2006,5.9137,120.9056,1
2006,5.92806,101.88389,1
2006,5.99304,101.96618,3
2006,6.01392,101.95023,1
2006,6.01512,101.95192,2
2006,6.0221,80.79977,1
2006,6.05046,121.01224,3
2006,6.05519,121.00132,3
2006,6.05709,101.69544,3
2006,6.07337,101.90058,1
2006,6.08822,121.10933,1
2006,6.16657,6.78371,1
2006,6.16671,101.91199,6
2006,6.16886,101.18113,1
2006,6.19009,101.79796,14
2006,6.20202,101.25238,23
2006,6.20202,101.28041,1
2006,6.21041,101.82076,11
2006,6.24203,-75.56477,2
2006,6.24279,101.29773,6
2006,6.24792,102.0033,3
2006,6.25415,101.7296,6
2006,6.26362,101.76947,1
2006,6.2675,-75.56861,1
2006,6.29495,-73.04042,2
2006,6.29639,101.72833,2
2006,6.30928,101.71788,1
2006,6.38189,101.50623,8
2006,6.38458,101.50208,1
2006,6.39063,101.22971,3
2006,6.39391,101.81316,1
2006,6.40306,101.70611,1
2006,6.41829,3.16565,1
2006,6.42546,101.82531,6
2006,6.42724,101.83365,1
2006,6.45,3.43333,1
2006,6.49182,101.3885,3
2006,6.51795,101.65346,2
2006,6.5411,101.28041,1
2006,6.5411,101.82076,1
2006,6.54114,101.2804,1
2006,6.54115,101.2804,6
2006,6.5425,101.28306,2
2006,6.5455,101.2799,7
2006,6.54896,101.63853,1
2006,6.57033,122.05425,1
2006,6.60612,101.28066,1
2006,6.62689,101.44527,1
2006,6.64478,100.40033,1
2006,6.64793,101.66698,1
2006,6.64914,101.23624,1
2006,6.6833,101.35,1
2006,6.68648,101.13909,2
2006,6.69734,125.08278,1
2006,6.7007,101.43392,23
2006,6.71568,79.93396,1
2006,6.71796,101.59303,4
2006,6.73277,-7.3496,1
2006,6.76026,101.29516,1
2006,6.7724,101.29206,3
2006,6.77277,101.29144,1
2006,6.80449,-76.24752,1
2006,6.81179,101.18439,3
2006,6.82181,-58.15922,2
2006,6.82806,101.3885,1
2006,6.83012,79.88008,1
2006,6.83128,124.87701,1
2006,6.84117,79.90248,1
2006,6.84473,100.66471,1
2006,6.86281,124.44365,2
2006,6.86639,101.36917,1
2006,6.86786,101.25207,3
2006,6.8694,101.25052,1
2006,6.86948,101.25048,5
2006,6.87527,81.83063,2
2006,6.8761,101.25905,2
2006,6.88999,100.52961,1
2006,6.89068,79.89719,1
2006,6.91218,79.88288,2
2006,6.92909,122.07885,1
2006,6.93589,80.19169,1
2006,6.94184,79.86169,11
2006,6.94742,-71.43545,1
2006,6.96244,125.08762,1
2006,6.97783,79.92715,1
2006,7.00251,79.90989,1
2006,7.01398,100.47124,1
2006,7.0209,125.09147,1
2006,7.02776,79.89828,1
2006,7.06005,-73.85312,1
2006,7.08582,-70.75779,3
2006,7.09931,81.85249,2
2006,7.11531,81.85249,2
2006,7.1756,100.61435,2
2006,7.19012,124.53659,1
2006,7.20959,124.24197,3
2006,7.21939,81.84976,1
2006,7.26111,124.52944,1
2006,7.29418,80.73807,1
2006,7.30176,81.67473,5
2006,7.44053,-77.11891,2
2006,7.48751,81.807,1
2006,7.49743,-5.09382,1
2006,7.52937,81.79461,1
2006,7.53,124.11,1
2006,7.5877,125.82268,1
2006,7.62306,5.38861,1
2006,7.68612,124.69219,1
2006,7.68901,81.72947,1
2006,7.69026,81.65638,1
2006,7.71667,81.70019,5
2006,7.73311,81.68882,16
2006,7.77541,81.60625,1
2006,7.78586,81.5898,1
2006,7.79083,81.5825,1
2006,7.79548,36.4774,1
2006,7.81213,81.5569,1
2006,7.82153,81.55011,1
2006,7.8252,123.43738,2
2006,7.86778,81.51027,2
2006,7.90233,81.27964,1
2006,7.92133,81.52467,3
2006,7.94628,-72.89881,1
2006,7.94644,81.24785,2
